dataset;rule_id;assert_test;rule_text;rule_type
qs_data;20036;exists(SVDUSCHENBADEN/@value) and not(xs:string(SVDUSCHENBADEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Duschen oder Baden einschließlich Waschen der Haare' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20037;exists(SVANAUSOBERKOERPER/@value) and not(xs:string(SVANAUSOBERKOERPER/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'An- und Auskleiden des Oberkörpers' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20038;exists(SVANAUSUNTERKOERPER/@value) and not(xs:string(SVANAUSUNTERKOERPER/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'An- und Auskleiden des Unterkörpers' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20039;exists(SVNAHRUNGZUBEREITEN/@value) and not(xs:string(SVNAHRUNGZUBEREITEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Mundgerechtes Zubereiten der Nahrung, Eingießen von Getränken' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20040;exists(SVESSEN/@value) and not(xs:string(SVESSEN/@value) = ('0','3','6','9'));Der Wert des Datenfeldes 'Essen' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','3','6','9';ERROR
qs_data;20041;exists(SVTRINKEN/@value) and not(xs:string(SVTRINKEN/@value) = ('0','2','4','6'));Der Wert des Datenfeldes 'Trinken' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','2','4','6';ERROR
qs_data;20042;exists(SVTOILETTE/@value) and not(xs:string(SVTOILETTE/@value) = ('0','2','4','6'));Der Wert des Datenfeldes 'Benutzen einer Toilette oder eines Toilettenstuhls' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','2','4','6';ERROR
qs_data;20043;exists(SVHARNKONTINENZBEW/@value) and not(xs:string(SVHARNKONTINENZBEW/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Bewältigung der Folgen einer Harninkontinenz (auch Umgang mit Dauerkatheter/Urostoma)' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20044;exists(SVSTUHLKONTINENZBEW/@value) and not(xs:string(SVSTUHLKONTINENZBEW/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Bewältigung der Folgen einer Stuhlinkontinenz (auch Umgang mit Stoma)' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20045;exists(GATAGESABLAUF/@value) and not(xs:string(GATAGESABLAUF/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Tagesablauf gestalten und an Veränderungen anpassen' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20046;exists(GARUHENSCHLAFEN/@value) and not(xs:string(GARUHENSCHLAFEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Ruhen und Schlafen' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20047;exists(GABESCHAEFTIGEN/@value) and not(xs:string(GABESCHAEFTIGEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Sich beschäftigen' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20048;exists(GAPLANUNGEN/@value) and not(xs:string(GAPLANUNGEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'In die Zukunft gerichtete Planungen vornehmen' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20049;exists(GAINTERAKTION/@value) and not(xs:string(GAINTERAKTION/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Interaktion mit Personen im direkten Kontakt' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20050;exists(GAKONTAKTPFLEGE/@value) and not(xs:string(GAKONTAKTPFLEGE/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Kontaktpflege zu Personen außerhalb des direkten Umfeldes' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20051;exists(DEKUBITUS/@value) and not(xs:string(DEKUBITUS/@value) = ('0','1','2'));Der Wert des Datenfeldes 'Hatte der Bewohner bzw. die Bewohnerin in der Zeit seit der letzten Ergebniserfassung einen Dekubitus?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2';ERROR
qs_data;20052;exists(DEKUBITUSSTADIUM/@value) and not(xs:string(DEKUBITUSSTADIUM/@value) = ('1','2','3','4','9'));Der Wert des Datenfeldes 'Maximales Dekubitusstadium im Erhebungszeitraum' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '1','2','3','4','9';ERROR
qs_data;20053;exists(DEKUBITUS1LOK/@value) and not(xs:string(DEKUBITUS1LOK/@value) = ('1','2','3','4'));Der Wert des Datenfeldes 'Wo ist der Dekubitus 1 entstanden?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '1','2','3','4';ERROR
qs_data;20054;exists(DEKUBITUS2LOK/@value) and not(xs:string(DEKUBITUS2LOK/@value) = ('1','2','3','4'));Der Wert des Datenfeldes 'Wo ist der Dekubitus 2 entstanden?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '1','2','3','4';ERROR
qs_data;20055;some $v in KOERPERGEWICHTDOKU/@value satisfies not(xs:string($v) = ('0','1','2','3','4','5'));Der Wert von mindestens einem der Datenfelder unter 'Welche der aufgeführten Punkte trafen laut Pflegedokumentation für den Bewohner bzw. die Bewohnerin seit der letzten Ergebniserfassung zu?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3','4','5';ERROR
qs_data;20056;exists(STURZ/@value) and not(xs:string(STURZ/@value) = ('0','1','2'));Der Wert des Datenfeldes 'Ist der Bewohner bzw. die Bewohnerin seit der letzten Ergebniserfassung in der Einrichtung gestürzt?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2';ERROR
qs_data;20057;some $v in STURZFOLGEN/@value satisfies not(xs:string($v) = ('0','1','2','3','4'));Der Wert von mindestens einem der Datenfelder unter 'Welche Sturzfolgen sind aufgetreten?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3','4';ERROR
qs_data;20058;exists(GURT/@value) and not(xs:string(GURT/@value) = ('0','1'));Der Wert des Datenfeldes 'Wurden bei dem Bewohner bzw. der Bewohnerin in den vergangenen 4 Wochen Gurte angewendet? ' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20059;exists(GURTHAUFIGKEIT/@value) and not(xs:string(GURTHAUFIGKEIT/@value) = ('1','2','3','4'));Der Wert des Datenfeldes 'Wie oft wurden Gurte angewendet?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '1','2','3','4';ERROR
qs_data;20060;exists(SEITENTEILE/@value) and not(xs:string(SEITENTEILE/@value) = ('0','1'));Der Wert des Datenfeldes 'Wurden bei dem Bewohner bzw. der Bewohnerin in den vergangenen 4 Wochen Bettseitenteile angewendet?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20061;exists(SEITENTEILEHAUFIGKEIT/@value) and not(xs:string(SEITENTEILEHAUFIGKEIT/@value) = ('1','2','3','4'));Der Wert des Datenfeldes 'Wie oft wurden Bettseitenteile angewendet?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '1','2','3','4';ERROR
qs_data;20062;exists(SCHMERZEN/@value) and not(xs:string(SCHMERZEN/@value) = ('0','1'));Der Wert des Datenfeldes 'Liegen bei dem Bewohner bzw. der Bewohnerin Anzeichen für länger andauernde Schmerzen vor (z.B. Äußerungen des Bewohners bzw. der Bewohnerin oder Einnahme von Analgetika)?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20063;exists(SCHMERZFREI/@value) and not(xs:string(SCHMERZFREI/@value) = ('0','1'));Der Wert des Datenfeldes 'Ist der Bewohner bzw. die Bewohnerin durch eine medikamentöse Schmerzbehandlung schmerzfrei?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20064;exists(SCHMERZEINSCH/@value) and not(xs:string(SCHMERZEINSCH/@value) = ('0','1'));Der Wert des Datenfeldes 'Wurde bei dem Bewohner bzw. der Bewohnerin eine differenzierte Schmerzeinschätzung vorgenommen?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20065;some $v in SCHMERZEINSCHINFO/@value satisfies not(xs:string($v) = ('0','1','2','3','4'));Der Wert von mindestens einem der Datenfelder unter 'Welche Informationen liegen über die Ergebnisse dieser Schmerzeinschätzung vor?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3','4';ERROR
qs_data;20066;exists(NEUEINZUG/@value) and not(xs:string(NEUEINZUG/@value) = ('0','1'));Der Wert des Datenfeldes 'Ist der Bewohner bzw. die Bewohnerin nach der letzten Ergebniserfassung neu in die Einrichtung eingezogen?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20067;exists(EINZUGNACHKZ/@value) and not(xs:string(EINZUGNACHKZ/@value) = ('0','1'));Der Wert des Datenfeldes 'Erfolgte der Einzug direkt im Anschluss an einen Kurzzeitpflegeaufenthalt in der Einrichtung (ohne zeitliche Lücke)?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20068;exists(EINZUGKHBEHANDLUNG/@value) and not(xs:string(EINZUGKHBEHANDLUNG/@value) = ('0','1'));Der Wert des Datenfeldes 'Ist der Bewohner bzw. die Bewohnerin innerhalb der ersten 8 Wochen nach dem Einzug länger als drei Tage in einem Krankenhaus versorgt worden?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20069;exists(EINZUGGESPR/@value) and not(xs:string(EINZUGGESPR/@value) = ('1','2','3'));Der Wert des Datenfeldes 'Ist in den Wochen nach dem Einzug mit dem Bewohner bzw. der Bewohnerin und/oder einer seiner bzw. ihrer Angehörigen oder sonstigen Vertrauenspersonen ein Gespräch über sein bzw. ihr Einleben und die zukünftige Versorgung geführt worden?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '1','2','3';ERROR
qs_data;20070;some $v in EINZUGGESPRTEILNEHMER/@value satisfies not(xs:string($v) = ('0','1','2','3','4'));Der Wert von mindestens einem der Datenfelder unter 'Wer hat an dem Integrationsgespräch teilgenommen?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3','4';ERROR
qs_data;20071;exists(EINZUGGESPRDOKU/@value) and not(xs:string(EINZUGGESPRDOKU/@value) = ('0','1'));Der Wert des Datenfeldes 'Wurden die Ergebnisse dieses Gespräches dokumentiert?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;30001;"exists(IDBEWOHNER/@value) and (not(IDBEWOHNER/@value castable as xs:int) or string-length(xs:string(IDBEWOHNER/@value)) &gt; 6)";Der Datentyp des Datenfeldes 'Bewohnerbezogene Nummer' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 6;ERROR
qs_data;30002;exists(ERHEBUNGSDATUM/@value) and (not(ERHEBUNGSDATUM/@value castable as xs:date) or string-length(xs:string(ERHEBUNGSDATUM/@value)) != 10);Der Datentyp des Datenfeldes 'Datum der Erhebung' entspricht nicht dem vorgegebenen Datentyp: xs:date mit einer Feldlänge von 10;ERROR
qs_data;30003;exists(EINZUGSDATUM/@value) and (not(EINZUGSDATUM/@value castable as xs:date) or string-length(xs:string(EINZUGSDATUM/@value)) != 10);Der Datentyp des Datenfeldes 'Datum des Einzugs (Beginn der vollstationären Versorgung)' entspricht nicht dem vorgegebenen Datentyp: xs:date mit einer Feldlänge von 10;ERROR
qs_data;30004;"exists(GEBURTSMONAT/@value) and (not(GEBURTSMONAT/@value castable as xs:int) or string-length(xs:string(GEBURTSMONAT/@value)) &gt; 2)";Der Datentyp des Datenfeldes 'Geburtsmonat' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 2;ERROR
qs_data;30005;"exists(GEBURTSJAHR/@value) and (not(GEBURTSJAHR/@value castable as xs:gYear) or string-length(xs:string(GEBURTSJAHR/@value)) &gt; 4)";Der Datentyp des Datenfeldes 'Geburtsjahr' entspricht nicht dem vorgegebenen Datentyp: xs:gYear mit einer Feldlänge von 4;ERROR
qs_data;30006;"exists(GESCHLECHT/@value) and (not(GESCHLECHT/@value castable as xs:int) or string-length(xs:string(GESCHLECHT/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Geschlecht' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30007;"exists(PFLEGEGRAD/@value) and (not(PFLEGEGRAD/@value castable as xs:int) or string-length(xs:string(PFLEGEGRAD/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Pflegegrad' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30008;"exists(APOPLEX/@value) and (not(APOPLEX/@value castable as xs:int) or string-length(xs:string(APOPLEX/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einem Apoplex gekommen?' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30009;exists(APOPLEXDATUM/@value) and (not(APOPLEXDATUM/@value castable as xs:date) or string-length(xs:string(APOPLEXDATUM/@value)) != 10);Der Datentyp des Datenfeldes 'Datum des Apoplex' entspricht nicht dem vorgegebenen Datentyp: xs:date mit einer Feldlänge von 10;ERROR
qs_data;30010;"exists(FRAKTUR/@value) and (not(FRAKTUR/@value castable as xs:int) or string-length(xs:string(FRAKTUR/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einer Fraktur gekommen?' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30011;exists(FRAKTURDATUM/@value) and (not(FRAKTURDATUM/@value castable as xs:date) or string-length(xs:string(FRAKTURDATUM/@value)) != 10);Der Datentyp des Datenfeldes 'Datum der Fraktur' entspricht nicht dem vorgegebenen Datentyp: xs:date mit einer Feldlänge von 10;ERROR
qs_data;30012;"exists(HERZINFARKT/@value) and (not(HERZINFARKT/@value castable as xs:int) or string-length(xs:string(HERZINFARKT/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einem Herzinfarkt gekommen?' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30013;exists(HERZINFARKTDATUM/@value) and (not(HERZINFARKTDATUM/@value castable as xs:date) or string-length(xs:string(HERZINFARKTDATUM/@value)) != 10);Der Datentyp des Datenfeldes 'Datum des Herzinfarkts' entspricht nicht dem vorgegebenen Datentyp: xs:date mit einer Feldlänge von 10;ERROR
qs_data;30014;"exists(AMPUTATION/@value) and (not(AMPUTATION/@value castable as xs:int) or string-length(xs:string(AMPUTATION/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einer Amputation gekommen?' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30015;exists(AMPUTATIONDATUM/@value) and (not(AMPUTATIONDATUM/@value castable as xs:date) or string-length(xs:string(AMPUTATIONDATUM/@value)) != 10);Der Datentyp des Datenfeldes 'Datum der Amputation' entspricht nicht dem vorgegebenen Datentyp: xs:date mit einer Feldlänge von 10;ERROR
qs_data;30016;"exists(KHBEHANDLUNG/@value) and (not(KHBEHANDLUNG/@value castable as xs:int) or string-length(xs:string(KHBEHANDLUNG/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Wurde der Bewohner bzw. die Bewohnerin seit der letzten Ergebniserfassung in einem Krankenhaus behandelt?' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30017;exists(KHBEGINNDATUM/@value) and (not(KHBEGINNDATUM/@value castable as xs:date) or string-length(xs:string(KHBEGINNDATUM/@value)) != 10);Der Datentyp des Datenfeldes 'Datum: Beginn des Krankenhausaufenthalts (bei mehreren Aufenthalten bitte den Aufenthalt mit der längsten Dauer wählen)' entspricht nicht dem vorgegebenen Datentyp: xs:date mit einer Feldlänge von 10;ERROR
qs_data;30018;exists(KHENDEDATUM/@value) and (not(KHENDEDATUM/@value castable as xs:date) or string-length(xs:string(KHENDEDATUM/@value)) != 10);Der Datentyp des Datenfeldes 'Datum: Ende des Krankenhausaufenthalts (bei mehreren Aufenthalten bitte den Aufenthalt mit der längsten Dauer wählen)' entspricht nicht dem vorgegebenen Datentyp: xs:date mit einer Feldlänge von 10;ERROR
qs_data;30019;"exists(KHBANZAHLAUFENTHALTE/@value) and (not(KHBANZAHLAUFENTHALTE/@value castable as xs:int) or string-length(xs:string(KHBANZAHLAUFENTHALTE/@value)) &gt; 2)";Der Datentyp des Datenfeldes 'Anzahl der Krankenhausaufenthalte seit der letzten Ergebniserfassung (nur bei mehreren Krankenhausaufenthalten)' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 2;ERROR
qs_data;30020;"exists(KHBANZAHLTAGE/@value) and (not(KHBANZAHLTAGE/@value castable as xs:int) or string-length(xs:string(KHBANZAHLTAGE/@value)) &gt; 3)";Der Datentyp des Datenfeldes 'Gesamtzahl der Tage, die der Bewohner bzw. die Bewohnerin bei diesen Aufenthalten im Krankenhaus verbracht hat (nur bei mehreren Krankenhausaufenthalten)' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 3;ERROR
qs_data;30021;"exists(BEATMUNG/@value) and (not(BEATMUNG/@value castable as xs:int) or string-length(xs:string(BEATMUNG/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Wird der Bewohner bzw. die Bewohnerin beatmet?' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30022;"exists(BEWUSSTSEINSZUSTAND/@value) and (not(BEWUSSTSEINSZUSTAND/@value castable as xs:int) or string-length(xs:string(BEWUSSTSEINSZUSTAND/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Bewusstseinszustand des Bewohners bzw. der Bewohnerin' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30023;"some $v in DIAGNOSEN/@value satisfies (not($v castable as xs:int) or string-length(xs:string($v)) &gt; 1)";Der Datentyp von mindestens einem der Datenfelder unter 'Ärztliche Diagnosen für den Bewohner bzw. die Bewohnerin' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30024;"exists(MOBILPOSWECHSEL/@value) and (not(MOBILPOSWECHSEL/@value castable as xs:int) or string-length(xs:string(MOBILPOSWECHSEL/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Positionswechsel im Bett' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30025;"exists(MOBILSITZPOSITION/@value) and (not(MOBILSITZPOSITION/@value castable as xs:int) or string-length(xs:string(MOBILSITZPOSITION/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Halten einer stabilen Sitzposition' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30026;"exists(MOBILUMSETZEN/@value) and (not(MOBILUMSETZEN/@value castable as xs:int) or string-length(xs:string(MOBILUMSETZEN/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Sich Umsetzen' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30027;"exists(MOBILFORTBEWEGUNG/@value) and (not(MOBILFORTBEWEGUNG/@value castable as xs:int) or string-length(xs:string(MOBILFORTBEWEGUNG/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Fortbewegen innerhalb des Wohnbereichs' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30028;"exists(MOBILTREPPENSTEIGEN/@value) and (not(MOBILTREPPENSTEIGEN/@value castable as xs:int) or string-length(xs:string(MOBILTREPPENSTEIGEN/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Treppensteigen' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30029;"exists(KKFERKENNEN/@value) and (not(KKFERKENNEN/@value castable as xs:int) or string-length(xs:string(KKFERKENNEN/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Erkennen von Personen aus dem näheren Umfeld' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30030;"exists(KKFORIENTOERTLICH/@value) and (not(KKFORIENTOERTLICH/@value castable as xs:int) or string-length(xs:string(KKFORIENTOERTLICH/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Örtliche Orientierung' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30031;"exists(KKFORIENTZEITLICH/@value) and (not(KKFORIENTZEITLICH/@value castable as xs:int) or string-length(xs:string(KKFORIENTZEITLICH/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Zeitliche Orientierung' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30032;"exists(KKFERINNERN/@value) and (not(KKFERINNERN/@value castable as xs:int) or string-length(xs:string(KKFERINNERN/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Sich Erinnern' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30033;"exists(KKFHANDLUNGEN/@value) and (not(KKFHANDLUNGEN/@value castable as xs:int) or string-length(xs:string(KKFHANDLUNGEN/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Steuern von mehrschrittigen Alltagshandlungen' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30034;"exists(KKFENTSCHEIDUNGEN/@value) and (not(KKFENTSCHEIDUNGEN/@value castable as xs:int) or string-length(xs:string(KKFENTSCHEIDUNGEN/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Treffen von Entscheidungen im Alltagsleben' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30035;"exists(KKFVERSTEHENINFO/@value) and (not(KKFVERSTEHENINFO/@value castable as xs:int) or string-length(xs:string(KKFVERSTEHENINFO/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Verstehen von Sachverhalten und Informationen' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30036;"exists(KKFGEFAHRERKENNEN/@value) and (not(KKFGEFAHRERKENNEN/@value castable as xs:int) or string-length(xs:string(KKFGEFAHRERKENNEN/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Erkennen von Risiken und Gefahren' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30037;"exists(KKFMITTEILEN/@value) and (not(KKFMITTEILEN/@value castable as xs:int) or string-length(xs:string(KKFMITTEILEN/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Mitteilen von elementaren Bedürfnissen' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30038;"exists(KKFVERSTEHENAUF/@value) and (not(KKFVERSTEHENAUF/@value castable as xs:int) or string-length(xs:string(KKFVERSTEHENAUF/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Verstehen von Aufforderungen' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30039;"exists(KKFBETEILIGUNG/@value) and (not(KKFBETEILIGUNG/@value castable as xs:int) or string-length(xs:string(KKFBETEILIGUNG/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Beteiligung an einem Gespräch' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30040;"exists(SVERNAEHRUNG/@value) and (not(SVERNAEHRUNG/@value castable as xs:int) or string-length(xs:string(SVERNAEHRUNG/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Erfolgt die Ernährung des Bewohners bzw. der Bewohnerin parenteral oder über eine Sonde?' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30041;"exists(SVFREMDHILFE/@value) and (not(SVFREMDHILFE/@value castable as xs:int) or string-length(xs:string(SVFREMDHILFE/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Erfolgt die Bedienung selbständig oder mit Fremdhilfe?' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30042;"exists(SVERNAEHRUNGUMFANG/@value) and (not(SVERNAEHRUNGUMFANG/@value castable as xs:int) or string-length(xs:string(SVERNAEHRUNGUMFANG/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'In welchem Umfang erfolgt eine künstliche Ernährung?' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30043;"exists(SVHARNKONTINENZ/@value) and (not(SVHARNKONTINENZ/@value castable as xs:int) or string-length(xs:string(SVHARNKONTINENZ/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Blasenkontrolle/Harnkontinenz' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30044;"exists(SVSTUHLKONTINENZ/@value) and (not(SVSTUHLKONTINENZ/@value castable as xs:int) or string-length(xs:string(SVSTUHLKONTINENZ/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Darmkontrolle/Stuhlkontinenz' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30045;"exists(SVOBERKOERPER/@value) and (not(SVOBERKOERPER/@value castable as xs:int) or string-length(xs:string(SVOBERKOERPER/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Waschen des vorderen Oberkörpers' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30046;"exists(SVKOPF/@value) and (not(SVKOPF/@value castable as xs:int) or string-length(xs:string(SVKOPF/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Körperpflege im Bereich des Kopfes' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
qs_data;30047;"exists(SVINTIMBEREICH/@value) and (not(SVINTIMBEREICH/@value castable as xs:int) or string-length(xs:string(SVINTIMBEREICH/@value)) &gt; 1)";Der Datentyp des Datenfeldes 'Waschen des Intimbereichs' entspricht nicht dem vorgegebenen Datentyp: xs:int mit einer Feldlänge von 1;ERROR
